source	isbn	name	author	label
paperbackworld.de	9780072478808	Annual Editions: Computers in Education	john hirschbuhl	False
Revaluation Books	9780072478808	Annual Editions Computers in Education 02/03 (Computers in Education, 10th ed)	john hirschbuhl dwight bishop	True
Technischer Overseas Pvt. Ltd.	9780072255607	Mike Meyer's A+ Guide to Managing and Troubleshooting PCs (With CD) 1/e	meyers	False
textbooksNow	9780072255607	Managing &amp; Troubleshooting Networks (w/CD)	meyers	False
OPOE-ABE Books	9780072255607	MIKE MEYERS'NETWORK+ GDE.TO MAN.-W/CD	meyers	False
paperbackworld.de	9780072255607	Mike Meyers Network+ Guide to Managing and Troubleshooting Networks.	michael meyers	False
Indoo.com	9780072255607	Mike Meyers' Network+ Guide To Managing and Troubleshooting Networks	meyers	False
Versandantiquariat Robert A. Mueller	9780072255607	Mike Meyers Network+ Guide to Managing and Troubleshooting Networks.	michael meyers	False
Bobs Books	9780072255607	Mike Meyers Network+ Guide To Managing and Troubleshooting Networks	michael meyers	False
Morgenstundt Buch & Kunst	9780072255607	Mike Meyers Network+. Guide to Managing and Troubleshooting Networks	michael meyers	False
A1Books	9780072255607	Mike Meyersandapos; Network+ Guide To Managing and Troubleshooting Networks (Mike Meyers? Guides)	michael meyers	False
eCampus.com	9780072255607	Mike Meyers' Network+ Guide To Managing And Troubleshooting Networks	meyers, mike	True
Books Down Under	9780072255607	Mike Meyers Network+ Guide To Managing and Troubleshooting Networks	michael meyers	False
textbookxdotcom	9780072255607	Mike Meyers' Network+ Guide To Managing And Troubleshooting Networks	meyers, mike	True
Paperbackshop-US	9780072255607	Mike Meyers' Network+ Guide To Managing and Troubl	michael meyers	False
Caiman	9780072255607	MIKE MEYERS NETWORK+ GT MANAGI	meyers, mike	True
Papamedia.com	9780072255607	Mike Meyers' Network+ Guide To Managing and Troubleshooting Networks (Mike Meyers&#146; Guides)	michael meyers	False
Revaluation Books	9780072255607	Mike Meyers' Network+ Guide To Managing And Troubleshooting Networks	meyers, mike	True
BetterWorld.com	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition (Advantage Series)	glen coulthard, sarah hutchinson-clifford	True
Enviro-Text Books, Inc.	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition (Advantage Series)	glen coulthard, sarah hutchinson-clifford	True
OPOE-ABE Books	9780072834307	MICROSOFT OFFICE ACCESS 2003,BRIEF	coulthard	False
Indoo.com	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition	coulthard	False
Collegebooksdirect.com	9780072834307	Microsoft Office Access 2003	coulthard, glen j.; clifford, sarah hutchinson	False
A1Books	9780072834307	Advantage Series : Microsoft Office Access 2003, Brief Edition (advantage Series)	glen coulthard, sarah hutchinson-clifford	True
textbookxdotcom	9780072834307	Microsoft Office Access 2003	glen j. coulthard	False
Browns Books	9780072834307	Microsoft Office Access 2003	coulthard, glen	False
SWOOP	9780072834307	MICROSOFT OFFICE ACCESS 2003	coulthard, glen	False
Caiman	9780072834307	Microsoft Office Access 2003	coulthard, glen j.; clifford, sarah hutchinson	False
Papamedia.com	9780072834307	Advantage Series : Microsoft Office Access 2003, Brief Edition	glen coulthard, sarah hutchinson_clifford	False
Mellon's Books	9780072834307	MICROSOFT OFFICE ACCESS 2003	coulthard, glen	False
TheBookCom	9780072834307	Microsoft Office Access 2003	coulthard, glen	False
Quartermelon	9780072834307	MICROSOFT OFFICE ACCESS 2003	glen coulthard, sarah hutchinson-clifford	True
Blackwell Online	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition	glen coulthard, sarah hutchinson-clifford	True
Books Down Under	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition	glen coulthard, sarah hutchinson-clifford	True
THESAINTBOOKSTORE	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition (Advantage Series)	glen coulthard, sarah hutchinson-clifford	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072834307	Microsoft Office Access 2003	coulthard, glen	False
Stratford Books	9780072834307	MICROSOFT OFFICE ACCESS 2003	glen coulthard, sarah hutchinson-clifford	True
Bobs Books	9780072834307	MICROSOFT OFFICE ACCESS 2003	glen coulthard, sarah hutchinson-clifford	True
Bobs Books	9780072834307	Advantage Series: Microsoft Office Access 2003, Brief Edition	glen coulthard, sarah hutchinson-clifford	True
Limelight Bookshop	9780072834307	Microsoft Office Access 2003	coulthard, glen	False
Indoo.com	9780073131146	Computer Accounting with QuickBooks 2006	ulmer	False
A1Books	9780073131146	Computer Accounting With Quickbooks 2006	donna ulmer	True
textbookxdotcom	9780073131146	Computer Accounting with QuickBooks 2006	donna ulmer	True
Caiman	9780073131146	Computer Accounting With Quickbooks 2006.	donna ulmer	True
DVD Legacy	9780073131146	Computer Accounting with QuickBooks 2006	donna ulmer	True
Players Quest	9780073131146	Computer Accounting with QuickBooks 2006	donna ulmer	True
Englishbookservice.com GTI GmbH	9780073131146	Computer Accounting with QuickBooks 2006	donna ulmer	True
Revaluation Books	9780073131146	Computer Accounting With Quickbooks 2006	donna ulmer	True
Limelight Bookshop	9780073131146	Computer Accounting with QuickBooks 2006	donna ulmer	True
Rainbow Bear Books and Miscellaneous	9780072231182	Managing and Troubleshooting Pcs Lab Manual	mike meyers	False
Browns Books	9780072231182	Mike Meyers' A and Guide to Managing and Troubleshooting PCs	meyers, michael	False
Caiman	9780072231182	MANAGING &amp; TROUBLESHOOTING PCS	meyers, michael	False
Indoo.com	9780072231182	Mike Meyers' A+ Guide to Managing and Troubleshooting PCs Lab Manual	meyers	False
A1Books	9780072231182	Mike Meyersandapos; A+ Guide to Managing and Troubleshooting PCs Lab Manual (M-H/Cindas Data Series on Material Properties)	michael meyers, lloyd jeffries	True
textbookxdotcom	9780072231182	Mike Meyers' A+ Guide to Managing and Troubleshooting PCs	meyers, michael	False
Blackwell Online	9780072231182	Mike Meyers' A and Guide to Managing and Troubleshooting PCs	michael meyers, lloyd jeffries	True
THESAINTBOOKSTORE	9780072231182	Mike Meyers' A+ Guide to Managing and Troubleshooting PCs Lab Manual (M-H/Cindas Data Series on Material Properties)	michael meyers, lloyd jeffries	True
Revaluation Books	9780072231182	Mike Meyers' A and Guide to Managing and Troubleshooting PCs: Lab Manual (Mike Meyers' A+ Guide)	meyers, michael	False
Papamedia.com	9780072231182	Mike Meyers' A+ Guide to Managing and Troubleshooting PCs Lab Manual (M-H/Cindas Data Series on Material Properties)	michael meyers, et al	False
Stratford Books	9780072231182	Managing and Troubleshooting PCs: Lab Manual	michael meyers, lloyd jeffries	True
Revaluation Books	9780072231182	Mike Meyers' A+ Guide to Managing and Troubleshooting PCs Lab Manual (M-H/Cindas Data Series on Material Properties)	michael meyers, lloyd jeffries	True
textbooksNow	9780073528328	Computers in Society 06/07	annual editions	False
Books2Anywhere.com	9780073528328	Computers in Society 06/07	depalma, paul (edt)	False
Indoo.com	9780073528328	Annual Editions: Computers in Society 06/07	depalma	False
A1Books	9780073528328	Annual Editions: Computers In Society 06/07 (annual Editions Computers In Society)	paul de palma	True
textbookxdotcom	9780073528328	Computers in Society	paul de palma	True
Paperbackshop-US	9780073528328	Computers in Society 06/07	depalma, paul (edt)	False
Caiman	9780073528328	COMPUTERS IN SOCIETY 06/07	paul de palma	True
Movies With A Smile	9780073528328	Computers in Society	paul de palma	True
DVD Legacy	9780073528328	Computers in Society	paul de palma	True
Players Quest	9780073528328	Annual Editions : Computers in Society 06/07 (Annual Editions Computers in Society)	paul de palma	True
paperbackworld.de	9780073528328	Computers in Society	paul de palma	True
Englishbookservice.com GTI GmbH	9780073528328	Computers in Society	paul de palma	True
Quartermelon	9780073528328	Computers in Society	paul de palma	True
Revaluation Books	9780073528328	Computers in Society 06/07	depalma, paul (edt)	False
Stratford Books	9780073528328	Computers in Society	paul de palma	True
Books Down Under	9780073528328	Annual Editions: Computers in Society 06/07	depalma, paul	False
Bobs Books	9780073528328	Annual Editions: Computers in Society 06/07	depalma, paul	False
textbooksNow	9780072835595	Microsoft Office Access 2003: Introductory	oleary	False
Quartermelon	9780072835595	MICROSOFT ACCESS 2003	o'leary, timothy o'leary, linda	False
Browns Books	9780072835595	Microsoft Access 2003	o'leary, timothy	False
Mellon's Books	9780072835595	MICROSOFT ACCESS 2003	o'leary, timothy	False
Indoo.com	9780072835595	O'Leary Series: Microsoft Access 2003 Introductory	o'leary	False
Caiman	9780072835595	Microsoft Office Access 2003.	o'leary, timothy	False
Blackwell Online	9780072835595	Microsoft Access 2003	timothy j. o'leary, linda i. o'leary	True
A1Books	9780072835595	Oandapos;leary Series: Microsoft Access 2003 Introductory (oandapos;leary S.)	timothy j oandapos;leary, linda i oandapos;leary	False
textbookxdotcom	9780072835595	O'Leary Series: Microsoft Access 2003 Introductory	o'leary	False
Books Down Under	9780072835595	OLeary Series: Microsoft Access 2003 Introductory	oleary, timothy; oleary, linda	False
TheBookCom	9780072835595	Microsoft Access 2003	o'leary, timothy j.	False
Stratford Books	9780072835595	MICROSOFT ACCESS 2003	o'leary, timothy o'leary, linda	False
THESAINTBOOKSTORE	9780072835595	O'Leary Series: Microsoft Access 2003 Introductory (O'Leary)	timothy j. o'leary, linda i. o'leary	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072835595	Microsoft Access 2003	o'leary, timothy j.	False
Bobs Books	9780072835595	OLeary Series: Microsoft Access 2003 Introductory	oleary, timothy; oleary, linda	False
Papamedia.com	9780072835595	O'Leary Series : Microsoft Access 2003 Introductory	timothy j. o'leary, linda i. o'leary	True
Bobs Books	9780072835595	MICROSOFT ACCESS 2003	o'leary, timothy o'leary, linda	False
MildredsBooks	9780072835595	O'Leary Series : Microsoft Access 2003 Introductory	timothy j. o'leary, linda i. o'leary	True
BetterWorld.com	9780028044071	Windows 2000 : A Tutorial to Accompany Peter Nortons Introduction to Computers, Student Edition with CD-ROM	peter norton	True
Back Alley Books	9780028044071	Windows 2000: A Tutorial to Accompany Peter Nortons Introduction to Computers, Student Edition with CD-ROM (Tutorial)	peter norton	True
College Book Service	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers 3rd,pb,2001 w/ Disk	peter norton	True
Bookbyte / Norwest Textbooks	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers	peter norton	True
a2zbooks	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers, 3rd	peter norton	True
BookHolders	9780028044071	Windows 2000: A Tutorial to Accompany Peter Nortons Introduction to Computers, Student Edition with CD-ROM (Tutorial S.)	peter norton	True
Caiman	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers	peter norton	True
Movies With A Smile	9780028044071	Windows 2000: A Tutorial to Accompany Peter Norton's Introduction to Computers, Student Edition with CD-ROM	ferrett, sharon, and norton, peter	False
AlphaCraze.com	9780028044071	Windows 2000: A Tutorial to Accompany Peter Nortons Introduction to Computers, Student Edition with CD-ROM (Tutorial S.)	peter norton	True
Players Quest	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers	peter norton	True
Papamedia.com	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers	peter norton	True
Revaluation Books	9780028044071	Windows 2000: A Tutorial to Accompany Peter Nortons Introduction to Computers, Student Edition with CD-ROM (Tutorial S.)	peter norton	True
Limelight Bookshop	9780028044071	Windows 2000 a Tutorial to Accompany Peter Norton's Introduction to Computers	peter norton	True
Bookmantra.com	9780124438644	Neural Network Systems Techniques and Applications - Industrial and Manufacturing Systems	leondes, cornelius t.,	True
Limelight Bookshop	9780124438644	Industrial and Manufacturing Systems, Vol. 4	leondes, cornelius t.,	True
Leader Books SA	9780124438644	Industrial and Manufacturing Systems	leondes, cornelius thomas	False
A1Books	9780124438644	Industrial and Manufacturing Systems	leondes, cornelius t.,	True
Caiman	9780124438644	INDUSTRIAL &amp; MANUFACTURING SYS	leondes, cornelius t.,	True
Paperbackshop-US	9780124438644	Industrial and Manufacturing Systems	leondes, cornelius t. (edt)	False
LAKESIDE BOOKS	9780124438644	INDUSTRIAL AND MANUFACTURING SYSTEMS	leondes, cornelius thomas	False
paperbackworld.de	9780124438644	Industrial and Manufacturing Systems	not available	False
Quartermelon	9780124438644	INDUSTRIAL AND MANUFACTURING SYSTEMS	leondes, cornelius thomas	False
Quartermelon	9780124438644	Industrial and Manufacturing Systems	leondes, cornelius t. (editor)	False
TheBookCom	9780124438644	Industrial And Manufacturing Systems	leondes, cornelius thomas	False
Papamedia.com	9780124438644	Industrial &amp; Manufacturing Systems (Neural Network Systems Techniques and Applications)	leondes, cornelius t.,	True
FREE POSTAGE ! @thebookcompany	9780124438644	Industrial And Manufacturing Systems	leondes, cornelius thomas	False
Revaluation Books	9780124438644	Industrial and Manufacturing Systems	leondes, cornelius t. (edt)	False
pat marketing	9780072231199	MIke Meyers' A+ Guide to PC Hardware	none	False
Browns Books	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers, michael	False
textbooksNow	9780072231199	PC Hardware (w/CD)	meyers	False
Caiman	9780072231199	PC HARDWARE	meyers, michael	False
Quartermelon	9780072231199	MIKE MEYERS' A+ GUIDE TO PC HARDWARE	meyers, michael	False
The Book Depository	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers, michael	False
Indoo.com	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers	False
eCampus.com	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers, michael; jernigan, scott	True
Blackwell Online	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers, michael	False
Stratford Books	9780072231199	MIKE MEYERS' A+ GUIDE TO PC HARDWARE	meyers, michael	False
THESAINTBOOKSTORE	9780072231199	MIke Meyers' A+ Guide to PC Hardware	meyers, michael	False
A1Books	9780072231199	MIke Meyersandapos; A+ Guide to PC Hardware	meyers, michael; jernigan, scott	True
textbookxdotcom	9780072231199	Mike Meyers' A+ Guide to PC Hardware	meyers, michael	False
Books Down Under	9780072231199	Mike Meyers A+ Guide to PC Hardware	meyers, michael	False
Bobs Books	9780072231199	Mike Meyers A+ Guide to PC Hardware	meyers, michael	False
Papamedia.com	9780072231199	MIke Meyers' A+ Guide to PC Hardware	meyers, michael	False
Indoo.com	9780072255881	Photoshop and Dreamweaver Integration	smith	False
Caiman	9780072255881	PHOTOSHOP &amp; DREAMWEAVER INTEGR	smith, colin	True
Browns Books	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
A1Books	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
The Book Depository	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
textbookxdotcom	9780072255881	Photoshop Cs and Dreamweaver Mx Integration Creating High-Impact Web Pages	smith, colin	True
Kayleighbug Books	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
Kayleighbug	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
Quartermelon	9780072255881	PHOTOSHOP AND DREAMWEAVER INTEGRATION CREATING HIGH-IMPACT WEB PAGES	smith, colin editor: conley, katie	False
TheBookCom	9780072255881	Photoshop And Dreamweaver Integration : Creating High-Impact Web Pages	smith, colin; (conley, katie - ed.)	False
SWOOP	9780072255881	PHOTOSHOP AND DREAMWEAVER INTEGRATION	smith, colin	True
Odeon Books	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
Powell's  Books	9780072255881	Photoshop &amp; Dreamweaver Integration	smith, colin	True
Powell's  Books	9780072255881	Photoshop and Dreamweaver Integration (One-off)	smith, colin	True
Mellon's Books	9780072255881	PHOTOSHOP AND DREAMWEAVER INTEGRATION	smith, colin	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072255881	Photoshop And Dreamweaver Integration : Creating High-Impact Web Pages	smith, colin; (conley, katie - ed.)	False
Stratford Books	9780072255881	PHOTOSHOP AND DREAMWEAVER INTEGRATION CREATING HIGH-IMPACT WEB PAGES	smith, colin editor: conley, katie	False
THESAINTBOOKSTORE	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
Blackwell Online	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
Marando.de Versandbuchhandlung	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
AHA-BUCH	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
COBU GmbH & Co. KG	9780072255881	Photoshop and Dreamweaver Integration	smith, colin	True
Bobs Books	9780072255881	PHOTOSHOP AND DREAMWEAVER INTEGRATION	smith, colin	True
MildredsBooks	9780072255881	Photoshop and Dreamweaver Integration (One-Off)	smith, colin	True
Limelight Bookshop	9780072255881	PhotoShop and Dreamweaver: Integration: Creating High-Impact Web Pages	smith, colin	True
pat marketing	9780071409278	Complete Digital Design : A Comprehensive Guide to	none	False
allenac	9780071409278	Complete Digital Design : A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
The E	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
happybook	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
Technischer Overseas Pvt. Ltd.	9780071409278	Complete Digital Design. ed. 1	balch	False
EnjoyStudy	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture (Professional Engineering S.)	balch, mark	True
ReadMate	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture (Professional Engineering)	balch, mark	True
Bookmantra.com	9780071409278	Complete Digital Design : A Comprehensive Guide To Digital Electronics And Computer System Architecture	balch, mark	True
BEST BARGAIN BOOKS	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture (Professional Engineering S.)	balch, mark	True
Antiquariat Dorner	9780071409278	Complete Digital Design.	balch, mark	True
Indoo.com	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch	False
RK Sellers	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
A1Books	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
textbookxdotcom	9780071409278	Complete Digital Design A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
Sandy Chong	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
Paperbackshop-US	9780071409278	Complete Digital Design	balch, mark	True
Caiman	9780071409278	COMP DIGITAL DESIGN	balch, mark	True
Browns Books	9780071409278	Complete Digital Design	balch, mark	True
Marando.de Versandbuchhandlung	9780071409278	Complete Digital Design	balch, mark	True
COBU GmbH & Co. KG	9780071409278	Complete Digital Design	balch, mark	True
AHA-BUCH	9780071409278	Complete Digital Design	balch, mark	True
Papamedia.com	9780071409278	Complete Digital Design : A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
Quartermelon	9780071409278	COMPLETE DIGITAL DESIGN A COMPREHENSIVE GUIDE TO DIGITAL ELECTRONICS AND COMPUTER SYSTEM ARCHITECTURE	balch, mark	True
Mellon's Books	9780071409278	COMPLETE DIGITAL DESIGN	balch, mark	True
TheBookCom	9780071409278	Complete Digital Design : A Comprehensive Guide To Digital Electronics And Computer System Architecture	balch, mark	True
SWOOP	9780071409278	COMPLETE DIGITAL DESIGN	balch, mark	True
Blackwell Online	9780071409278	Complete Digital Design	balch, mark	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780071409278	Complete Digital Design : A Comprehensive Guide To Digital Electronics And Computer System Architecture	balch, mark	True
Stratford Books	9780071409278	COMPLETE DIGITAL DESIGN A COMPREHENSIVE GUIDE TO DIGITAL ELECTRONICS AND COMPUTER SYSTEM ARCHITECTURE	balch, mark	True
Morgenstundt Buch & Kunst	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
Revaluation Books	9780071409278	Complete Digital Design A Comprehensive Guide to Digital Electronics and Computer System Architecture	balch, mark	True
THESAINTBOOKSTORE	9780071409278	Complete Digital Design: A Comprehensive Guide to Digital Electronics and Computer System Architecture (Professional Engineering)	balch, mark	True
paperbackworld.de	9780071409278	Complete Digital Design.	balch	False
Bargainbookstores.com	9780201615630	Mr. Bunny's Big Cup o' Java(TM)	carlton egremont iii	False
Bunches of Books	9780201615630	Mr. Bunny's Big Cup o' Java(TM)	not available	False
eCampus.com	9780201615630	Mr. Bunny's Big Cup O'Java	carlton egremont iii	False
Powell's  Books	9780201615630	Mr Bunnys Big Cup O Java	egremont, carlton	True
Rose Bonaparte	9780201615630	Mr. Bunny's Big Cup O'Java	carlton egremont iii	False
Books2Anywhere.com	9780201615630	Mr. Bunny's Big Cup O'Java	egremont, carlton	True
Avept	9780201615630	Mr. Bunny's Big Cup o' Java(TM)	carlton egremont iii	False
Quartermelon	9780201615630	Mr. Bunny's Big Cup O' Java(tm)	egremont, carlton, iii (author) egrement, carlton (author)	False
THESAINTBOOKSTORE	9780201615630	Mr. Bunny's Big Cup o' Java(TM)	carlton egremont iii	False
Paperbackshop-US	9780201615630	Mr. Bunny's Big Cup O'Java	egremont, carlton	True
Bookmantra.com	9780201615630	Mr. Bunny*s Big Cup O* Java - A Guide for Readers and Writers	egrement, carlton,	False
A1Books	9780201615630	Mr. Bunnyandapos;s Big Cup Oandapos; Java(tm)	egremont, carlton, iii (author) egrement, carlton (author)	False
Caiman	9780201615630	MR BUNNYS BIG CUP OJAVA	carlton egremont iii	False
mediasell (G.I.V. mbH)	9780201615630	Mr. Bunny's Big Cup of Java.	egremont	False
Stratford Books	9780201615630	Mr. Bunny's Big Cup O' Java(tm)	egremont, carlton, iii (author) egrement, carlton (author)	False
paperbackworld.de	9780201615630	Mr. Bunny's Big Cup O' Java(tm)	carlton egremont, carlton egrement	False
Revaluation Books	9780201615630	Mr. Bunny's Big Cup O'Java	egremont, carlton	True
Papamedia.com	9780201615630	Mr. Bunny's Big Cup o' Java(TM)	carlton egremont iii	False
Limelight Bookshop	9780201615630	Mr. Bunny's Big Cup o' Java	egremont, carlton	True
Collegebooksdirect.com	9780072830767	Microsoft Office Access 2003: Complete	haag, stephen; perry, james; wells, merrill	False
textbooksNow	9780072830767	Microsoft Office Access 2003: Complete	haag	False
Borgasorus Books, Inc	9780072830767	I-Series: Microsoft Office Access 2003 Complete (I-Series)	haag, stephen; perry, james t	True
G.T.S.	9780072830767	I-Series: Microsoft Office Access 2003 Complete (I-Series)	haag, stephen; perry, james t	True
Books Down Under	9780072830767	I-Series: Microsoft Office Access 2003 Complete	haag, stephen; perry, james t	True
Caiman	9780072830767	Microsoft Office Access 2003	haag, stephen; perry, james; wells, merrill	False
Browns Books	9780072830767	Microsoft Office Access 2003	haag, stephen	False
Bobs Books	9780072830767	I-Series: Microsoft Office Access 2003 Complete	haag, stephen; perry, james t	True
A1Books	9780072830767	I-Series: Microsoft Office Access 2003 Complete (i-Series)	haag, stephen; perry, james t	True
Mellon's Books	9780072830767	MICROSOFT OFFICE ACCESS 2003	haag, stephen	False
Quartermelon	9780072830767	MICROSOFT OFFICE ACCESS 2003 COMPLETE	haag, stephen; perry, james t	True
Blackwell Online	9780072830767	I-Series: Microsoft Office Access 2003 Complete	haag, stephen; perry, james t	True
TheBookCom	9780072830767	Microsoft Office Access 2003 Complete	haag, stephen	False
Papamedia.com	9780072830767	I-Series : Microsoft Office Access 2003 Complete	haag, stephen; perry, james t	True
Stratford Books	9780072830767	MICROSOFT OFFICE ACCESS 2003 COMPLETE	haag, stephen; perry, james t	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072830767	Microsoft Office Access 2003 Complete	haag, stephen	False
THESAINTBOOKSTORE	9780072830767	I-Series: Microsoft Office Access 2003 Complete (I-Series)	haag, stephen; perry, james t	True
Revaluation Books	9780072830767	Microsoft Office Access 2003 Complete	haag, stephen; perry, james; wells, merrill	False
Bobs Books	9780072830767	MICROSOFT OFFICE ACCESS 2003 COMPLETE	haag, stephen; perry, james t	True
Limelight Bookshop	9780072830767	Microsoft Office Access 2003 Complete	haag, stephen	False
Reliable Book Service	9780122007514	Principles and Practices of Interconnection Networks	dally, william j.; towles, brian	False
Speedy Books shipping from USA!	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
Best Book Deals	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
Briggs Books	9780122007514	Principles and Practices of Interconnection Networks	dally, william j.; towles, brian	False
A1Books	9780122007514	Principles and Practices of Interconnection Networks	dally, william j.; towles, brian	False
Sunmark Store	9780122007514	Principles and Practices of Interconnection Networks	james	False
HTBOOK	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	True
AshleyJohnson	9780122007514	Principles and Practices of Interconnection Networks (The Morgan Kaufmann Series in Computer Architecture and Design)	william james dally, brian patrick towles	True
Caiman	9780122007514	PRINCIPLES &amp; PRACTICES OF INTE	dally, william j.	False
Paperbackshop-US	9780122007514	Principles and Practices of Interconnection Networ	william james dally, brian patrick towles	True
Sunmark Store	9780122007514	Principles and Practices of Interconnection Networks (The Morgan Kaufmann.	0	False
Quartermelon	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	False
paperbackworld.de	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	True
LAKESIDE BOOKS	9780122007514	PRINCIPLES AND PRACTICES OF INTERCONNECTION NETWORKS	dally, william jamestowles, brian patrick	False
TheBookCom	9780122007514	Principles And Practices Of Interconnection Networks	william james dally	False
Versandantiquariat Robert A. Mueller	9780122007514	Principles and Practices of Interconnection Networks.	william james dally, brian patrick towles	True
Stratford Books	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	False
FREE POSTAGE ! @thebookcompany	9780122007514	Principles And Practices Of Interconnection Networks	william james dally	False
Quartermelon	9780122007514	Principles and Practices of Interconnection Networks	dally, william j.; towles, brian	False
Papamedia.com	9780122007514	Principles and Practices of Interconnection Networks (The Morgan Kaufmann Series in Computer Architecture and Design)	william james dally, brian patrick towles	True
Bobs Books	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	True
Revaluation Books	9780122007514	Principles and Practices of Interconnection Networks	dally, william j.; towles, brian	False
Books Down Under	9780122007514	Principles and Practices of Interconnection Networks	william james dally, brian patrick towles	True
WorldOfBooks	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
Gunter Koppon	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
Limelight Bookshop	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
Gunars Store	9780122007514	Principles and Practices of Interconnection Networks	william james dally	False
A1Books	9780127323503	Multi-Tier Application Programming With Php: Practical Guide for Architects and Programmers (Practical Guides Series)	david wall	True
Powell's  Books	9780127323503	Multi Tier Application Prog With PHP	david wall	True
Caiman	9780127323503	MULTI-TIER APPLICATION PROGRAM	david wall	True
Paperbackshop-US	9780127323503	Multi-Tier Application Programming With Php	david wall	True
SARL Culture-Factory	9780127323503	Multi-Tier Application Programming with PHP	wall	False
Books2Anywhere.com	9780127323503	Multi-Tier Application Programming With Php	david wall	True
The Book Depository	9780127323503	Multi-Tier Application Programming with PHP	wall	False
Papamedia.com	9780127323503	Multi-Tier Application Programming with PHP : Practical Guide for Architects and Programmers (The Practical Guides)	david wall	True
Revaluation Books	9780127323503	Multi-Tier Application Programming With Php Practical Guide for Architects and Programmers	david wall	True
Limelight Bookshop	9780127323503	Multi-Tier Application Programming with PHP (The Morgan Kaufmann Practical Guides Series): Practical Guide for Architects and Programmers	david wall	True
Book Nook of Orange County	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers (Paperback)	tim speed, juanita ellis	True
Cody Books Ltd	9781555582982	Internet Security: A Jumpstart for Systems Administrators and IT Managers	tim speed, juanita ellis	True
